GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201004,04 Arequipa,,96.3 [90.3-98.6],96.25623,90.30339,98.61079,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201005,05 Ayacucho,,90.9 [83.9-95.0],90.8624,83.8647,95.006,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201018,18 Moquegua,,97.1 [90.3-99.2],97.10101,90.34715,99.17263,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201019,19 Pasco,,88.9 [81.2-93.7],88.88815,81.24682,93.6589,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201020,20 Piura,,85.1 [74.8-91.6],85.06944,74.81258,91.61749,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201021,21 Puno,,77.0 [69.9-82.8],76.99162,69.91112,82.81549,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201022,22 San Martin,,76.5 [66.3-84.3],76.48489,66.30624,84.31596,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201001,01 Amazonas,,71.9 [62.3-79.8],71.87837,62.2813,79.8246,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201006,06 Cajamarca,,62.3 [51.8-71.7],62.30572,51.82933,71.74572,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201008,08 Cusco,,85.0 [76.0-91.1],85.02087,75.96552,91.06574,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201015,15 Lima,,98.3 [96.3-99.2],98.2686,96.25241,99.209,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201017,17 Madre de Dios,,88.0 [80.2-93.0],88.00549,80.20978,92.99839,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201024,24 Tumbes,,97.3 [90.4-99.3],97.30056,90.36902,99.28296,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201007,07 Callao,,100.0 [100.0-100.0],100,100,100,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201009,09 Huancavelica,,79.5 [72.3-85.2],79.46901,72.27274,85.18054,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201014,14 Lambayeque,,84.8 [60.7-95.2],84.75548,60.74251,95.23295,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201016,16 Loreto,,46.2 [38.3-54.3],46.17895,38.27061,54.28437,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201023,23 Tacna,,94.8 [84.3-98.4],94.76701,84.29531,98.38969,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201025,25 Ucayali,,69.2 [58.1-78.5],69.23668,58.13311,78.48531,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,RUR,Rural,,,,,,,,67.4 [63.6-71.0],67.39412,63.62321,70.95259,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,58.7 [54.4-63.0],58.72498,54.36311,62.95404,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ2,Q2,,,,,87.8 [85.1-90.1],87.79768,85.05395,90.09638,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ3,Q3,,,,,97.7 [96.2-98.6],97.66618,96.22383,98.56583,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ4,Q4,,,,,99.5 [98.6-99.8],99.46007,98.63156,99.78805,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,NHLM,None,,,,,,,,,,,,,,57.8 [46.8-68.1],57.81624,46.81938,68.08902,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,PRLM,Primary,,,,,,,,,,,,,,70.2 [66.7-73.5],70.21902,66.72265,73.494,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201104,04 Arequipa,,98.3 [93.9-99.6],98.32155,93.92689,99.55132,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201105,05 Ayacucho,,92.1 [85.9-95.7],92.06976,85.86488,95.68769,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201106,06 Cajamarca,,65.0 [54.7-74.1],65.02853,54.69617,74.11942,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201107,07 Callao,,100.0 [100.0-100.0],100,100,100,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201121,21 Puno,,79.6 [71.1-86.1],79.61163,71.10951,86.10074,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201122,22 San Martin,,74.9 [65.3-82.6],74.94875,65.26762,82.64879,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201123,23 Tacna,,95.7 [89.6-98.3],95.70099,89.64243,98.28351,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201124,24 Tumbes,,95.4 [88.1-98.3],95.43143,88.05978,98.33788,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ5,Q5 (Richest),,,,,100.0 [99.8-100.0],99.9683,99.77371,99.99557,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,SHLM,Secondary or higher,,,,,,,,,,,,,,95.0 [94.1-95.9],95.03853,94.068,95.85726,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,URB,Urban,,,,,,,,96.9 [95.8-97.7],96.87874,95.84434,97.66194,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201112,12 Junin,,83.7 [70.2-91.8],83.72235,70.18188,91.82986,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201113,13 La Libertad,,80.5 [69.2-88.4],80.53326,69.205,88.3932,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201114,14 Lambayeque,,90.4 [82.6-95.0],90.44327,82.5661,94.97778,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201115,15 Lima,,98.8 [96.7-99.5],98.77106,96.72921,99.54425,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201116,16 Loreto,,53.5 [44.9-62.0],53.52801,44.89352,61.95609,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201101,01 Amazonas,,57.4 [44.5-69.3],57.3801,44.49243,69.33765,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201103,03 Apurimac,,97.6 [94.4-99.0],97.57809,94.42865,98.96667,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201108,08 Cusco,,88.9 [80.1-94.1],88.86691,80.09329,94.06043,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201110,10 Huanuco,,86.9 [79.5-91.8],86.86678,79.51696,91.84962,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201117,17 Madre de Dios,,94.6 [88.5-97.6],94.64742,88.45003,97.60934,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201119,19 Pasco,,86.9 [75.8-93.3],86.8805,75.78413,93.33912,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201102,02 Ancash,,89.2 [83.5-93.1],89.1741,83.45698,93.07927,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201109,09 Huancavelica,,78.5 [70.0-85.1],78.46517,69.99203,85.05661,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201111,11 Ica,,100.0 [100.0-100.0],100,100,100,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201118,18 Moquegua,,96.9 [91.8-98.9],96.90649,91.80782,98.87086,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201120,20 Piura,,81.0 [71.4-87.9],80.97293,71.37672,87.89742,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201125,25 Ucayali,,74.7 [65.8-81.9],74.65428,65.78856,81.85612,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,64.4 [60.2-68.3],64.36459,60.20518,68.31804,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ2,Q2,,,,,88.7 [86.4-90.7],88.73129,86.41617,90.69434,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ4,Q4,,,,,99.3 [98.4-99.7],99.33632,98.41514,99.72359,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,PRLM,Primary,,,,,,,,,,,,,,71.2 [67.8-74.4],71.205,67.81874,74.3696,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,SHLM,Secondary or higher,,,,,,,,,,,,,,96.0 [95.2-96.7],96.00246,95.17906,96.69011,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,RUR,Rural,,,,,,,,72.5 [68.8-75.9],72.50465,68.8447,75.88524,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201201,01 Amazonas,,59.5 [46.0-71.6],59.47072,46.0192,71.63624,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201215,15 Lima,,98.0 [95.6-99.1],98.04514,95.64686,99.13409,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201216,16 Loreto,,61.0 [52.4-69.0],60.99456,52.39735,68.95892,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201217,17 Madre de Dios,,94.6 [89.3-97.3],94.58561,89.34713,97.32522,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201218,18 Moquegua,,95.4 [87.2-98.5],95.41597,87.20945,98.45067,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ3,Q3,,,,,97.5 [96.3-98.3],97.4837,96.28944,98.30038,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ5,Q5 (Richest),,,,,99.5 [96.8-99.9],99.53143,96.77891,99.93346,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,NHLM,None,,,,,,,,,,,,,,58.7 [46.7-69.8],58.74802,46.7417,69.79666,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,URB,Urban,,,,,,,,96.3 [95.3-97.1],96.30652,95.26653,97.1249,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201207,07 Callao,,100.0 [100.0-100.0],100,100,100,,,Attention - Estimate is based on 25-49 cases.
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201208,08 Cusco,,94.4 [88.6-97.4],94.43725,88.579,97.37948,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201209,09 Huancavelica,,83.8 [74.3-90.2],83.77104,74.26101,90.22961,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201210,10 Huanuco,,95.5 [90.2-98.0],95.52106,90.20837,98.01466,,,
